PV_best, load_best
0.000000000000000000,308.160003662109375000
0.000000000000000000,306.429992675781250000
0.000000000000000000,309.070007324218750000
0.000000000000000000,307.820007324218750000
0.000000000000000000,308.160003662109375000
0.000000000000000000,310.420013427734375000
0.000000000000000000,306.380004882812500000
0.000000000000000000,309.940002441406250000
0.000000000000000000,308.399993896484375000
0.000000000000000000,309.500000000000000000
0.000000000000000000,310.660003662109375000
0.000000000000000000,309.839996337890625000
0.000000000000000000,309.019989013671875000
0.000000000000000000,311.660003662109375000
0.000000000000000000,308.109985351562500000
0.000000000000000000,311.950012207031250000
0.000000000000000000,307.010009765625000000
0.000000000000000000,308.980010986328125000
0.000000000000000000,308.160003662109375000
0.000000000000000000,307.630004882812500000
0.000000000000000000,308.779998779296875000
0.000000000000000000,307.440002441406250000
0.000000000000000000,308.019989013671875000
0.000000000000000000,309.070007324218750000
0.000000000000000000,306.529998779296875000
0.000000000000000000,308.929992675781250000
0.000000000000000000,305.570007324218750000
0.000000000000000000,305.709991455078125000
0.000000000000000000,308.399993896484375000
0.681754910893748178,304.940002441406250000
3.927929373725216333,306.339996337890625000
12.018634681786483753,303.839996337890625000
30.513131937211205980,302.399993896484375000
35.084999651254982211,305.660003662109375000
55.173325137376174609,303.890014648437500000
140.168627835050727981,305.179992675781250000
178.283644068801891081,306.529998779296875000
207.942474007900358401,308.059997558593750000
232.847993462079926985,307.390014648437500000
263.376890549079178072,306.480010986328125000
287.098545442569729857,307.250000000000000000
309.882234946272546949,307.920013427734375000
333.277773253203406512,305.179992675781250000
352.389781719958023132,308.059997558593750000
375.715916110219836810,307.390014648437500000
394.987548797312285842,306.140014648437500000
409.791753181330193456,307.730010986328125000
428.101815569561040320,305.709991455078125000
440.646496438284884789,306.529998779296875000
445.378662024144944098,306.959991455078125000
455.556472272189012074,305.380004882812500000
460.511723664272949463,307.779998779296875000
464.000842064779988050,306.190002441406250000
469.239076282877533686,306.820007324218750000
476.688052599334127990,307.010009765625000000
473.711190396338167830,305.950012207031250000
455.846272327625285925,306.429992675781250000
436.643168162388235487,308.739990234375000000
414.468421859057059464,306.769989013671875000
393.735134815987294132,309.309997558593750000
290.172862058494274606,305.470001220703125000
350.616441027799226049,307.630004882812500000
322.902272939495674109,305.570007324218750000
293.062062507905409348,306.529998779296875000
262.783320199165927988,306.290008544921875000
231.385172051662010517,304.220001220703125000
199.989574346913116187,303.019989013671875000
165.791564707512407040,304.369995117187500000
132.589673318797650836,303.309997558593750000
98.158593474287471281,305.470001220703125000
40.616659292628476408,304.989990234375000000
30.040960469238651598,304.799987792968750000
16.204810735493179408,306.140014648437500000
2.626139118086846302,307.730010986328125000
0.000000000000000000,304.899993896484375000
0.000000000000000000,304.799987792968750000
0.000000000000000000,303.700012207031250000
0.000000000000000000,304.029998779296875000
0.000000000000000000,303.220001220703125000
0.000000000000000000,303.600006103515625000
0.000000000000000000,302.980010986328125000
0.000000000000000000,302.540008544921875000
0.000000000000000000,303.600006103515625000
0.000000000000000000,302.260009765625000000
0.000000000000000000,303.220001220703125000
0.000000000000000000,302.779998779296875000
0.000000000000000000,302.640014648437500000
0.000000000000000000,303.549987792968750000
0.000000000000000000,302.829986572265625000
0.000000000000000000,303.700012207031250000
0.000000000000000000,304.029998779296875000
0.000000000000000000,303.500000000000000000
0.000000000000000000,305.470001220703125000
0.000000000000000000,304.660003662109375000
0.000000000000000000,305.899993896484375000
0.000000000000000000,306.000000000000000000
