PV_worst, load_worst
0.000000000000000000,342.083318282331049431
0.000000000000000000,340.162862476995144334
0.000000000000000000,343.093499587242376947
0.000000000000000000,341.705894592556205680
0.000000000000000000,342.541038232831738242
0.000000000000000000,345.053194946395763054
0.000000000000000000,340.562448760538757142
0.000000000000000000,344.519631179419604905
0.000000000000000000,343.156983362562016282
0.000000000000000000,344.380960909000293668
0.000000000000000000,345.671698922267921716
0.000000000000000000,344.759274544304332721
0.000000000000000000,343.561609904229669610
0.000000000000000000,346.496720524940087671
0.000000000000000000,342.549886579026917843
0.000000000000000000,346.819145838242661739
0.000000000000000000,340.744401435566146574
0.000000000000000000,342.930867439652217854
0.000000000000000000,342.020755990669385938
0.000000000000000000,341.432522976786287927
0.000000000000000000,342.188235348484340648
0.000000000000000000,340.703258435989312147
0.000000000000000000,341.345996587395688948
0.000000000000000000,342.509621367582781204
0.000000000000000000,339.700123333837439077
0.000000000000000000,342.359824104492702190
0.000000000000000000,338.636249129090970200
0.000000000000000000,338.791380300295486450
0.000000000000000000,345.587202562556910834
0.673241964994950592,341.710003280571015694
3.878882055226278602,343.278808094931434880
11.868560241267482880,340.477357613404421954
29.083878136211833265,349.851750523756209077
33.441596764497731442,353.623314206818804450
52.588972773002780059,351.575583588443066674
133.603043399917766010,353.067978411178216902
160.185813772971442859,373.456094833134443434
206.248993576629260360,313.456094833134386590
251.842903730845677046,253.456094833134386590
290.112659238893854763,239.564834162570662102
259.031683948944248641,293.299547629444589347
359.031683948944248641,233.299547629444589347
386.137915181224400385,231.223541014205125066
408.281219345321119363,233.405610365321280142
437.749064276413491825,233.138183731790888942
460.202569209589228194,232.190129941949237491
477.451044290318804997,233.396053348311625086
498.784217396936583100,231.863979975865618144
522.914245461210157373,233.298434683618637564
528.529896139767288332,233.625701431656295881
540.607881575534293006,232.423185030440436094
546.488267698438789921,234.249809340366255128
554.963138203320454522,238.509547751534739746
561.228271015113023168,239.000296745110688335
570.137537762533725072,239.148304219375802404
566.577094245185890031,238.322607051950228652
545.622551094857044518,234.597368628028050352
522.637506970055142119,236.365862670677472579
496.095573027883915529,234.857665108988499014
445.486334756810890667,236.802246081990318771
345.486334756810890667,233.070518819293283741
417.451819087593889890,234.718575458767816144
384.454707346207044338,233.146818478014722587
348.926281782055355052,233.879281203293714952
294.965068792601982750,252.743746389354299708
226.843730675315327971,312.743746389354328130
167.754225468866678739,372.743746389354328130
139.068427029778945325,374.404381940333166767
117.325639375326886693,371.402562613662269086
86.858346138792654756,374.047480379695230113
35.940774281414917368,373.459710703606333482
26.582574692886392853,373.227049411485154451
14.803014424214101297,366.634191323843879218
2.398965090032529002,368.538375788846906289
0.000000000000000000,365.149140876408750955
0.000000000000000000,365.029369946627696208
0.000000000000000000,354.358196156319991132
0.000000000000000000,354.743226950630287320
0.000000000000000000,353.798119902595772146
0.000000000000000000,354.241511087343837971
0.000000000000000000,346.149450709442305651
0.000000000000000000,345.646758328560508744
0.000000000000000000,346.857785885725093067
0.000000000000000000,345.326862321167936898
0.000000000000000000,341.409304312703966389
0.000000000000000000,340.913883976032138889
0.000000000000000000,340.756270443954235816
0.000000000000000000,341.780852345417429206
0.000000000000000000,335.343617320311807362
0.000000000000000000,336.307051340393400096
0.000000000000000000,336.672468103051812705
0.000000000000000000,336.085564365702168743
0.000000000000000000,335.580493096455654722
0.000000000000000000,334.690653735939918079
0.000000000000000000,336.052873048494689101
0.000000000000000000,336.162735444577720045
