Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25109,-,-,-,21.29,-157.86,-10,6,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2019,1,1,0,30,24.900000000000002,0.34,0.046,0.7000000000000001,0,0,0,0,0,21.5,0,0,0,0,0.233,81.45,177.94,0.96,0.01,1027,2.2,86,7.5
2019,1,1,1,30,24.900000000000002,0.35000000000000003,0.045,0.7000000000000001,0,0,0,0,0,21.400000000000002,0,0,0,0,0.233,80.77,167.13,0.96,0.01,1027,2.2,87,7.1000000000000005
2019,1,1,2,30,24.8,0.35000000000000003,0.045,0.7000000000000001,0,0,0,0,0,21.3,0,0,0,0,0.233,80.71000000000001,153.34,0.96,0.01,1027,2.3000000000000003,86,6.800000000000001
2019,1,1,3,30,24.8,0.35000000000000003,0.046,0.7000000000000001,0,0,0,0,0,21.200000000000003,0,0,0,0,0.233,80.4,139.58,0.96,0.01,1027,2.4000000000000004,84,6.5
2019,1,1,4,30,24.8,0.35000000000000003,0.047,0.7000000000000001,0,0,0,0,0,21.200000000000003,0,0,0,0,0.234,80.23,125.92,0.96,0.01,1027,2.5,82,6.4
2019,1,1,5,30,24.8,0.33,0.051000000000000004,0.7000000000000001,0,0,0,0,0,21.200000000000003,0,0,0,0,0.233,80.42,112.44,0.97,0.01,1027,2.6,81,6.5
2019,1,1,6,30,24.900000000000002,0.3,0.056,0.7000000000000001,0,0,0,0,0,21.3,0,0,0,0,0.232,80.54,99.23,0.97,0.01,1028,2.6,80,6.7
2019,1,1,7,30,25,0.28,0.06,0.7000000000000001,28,198,41,0,0,21.400000000000002,28,198,0,41,0.232,80.4,86.24,0.97,0.01,1029,2.6,80,7.1000000000000005
2019,1,1,8,30,25.200000000000003,0.26,0.063,0.7000000000000001,65,616,232,2,0,21.400000000000002,98,263,29,169,0.231,79.33,74.23,0.97,0.01,1029,2.6,82,7.4
2019,1,1,9,30,25.400000000000002,0.24,0.066,0.7000000000000001,84,774,434,0,3,21.200000000000003,166,36,0,182,0.232,77.78,63.13,0.98,0.01,1029,2.6,84,7.5
