DATE (MM/DD/YYYY),HST,Global Horizontal [W/m^2],Air Temperature [deg C],Avg Wind Speed @ 10m [m/s]
1/15/2025,02:09,-2.32481,21.59,2.079
1/15/2025,02:10,-2.32481,21.6,2.03
1/15/2025,02:11,-2.32482,21.61,1.882
1/15/2025,02:12,-2.32483,21.62,1.597
1/15/2025,02:13,-2.32484,21.62,1.787
1/15/2025,02:14,-2.32484,21.63,1.421
1/15/2025,02:15,-2.32485,21.63,1.357
1/15/2025,02:16,-2.32486,21.63,1.829
1/15/2025,02:17,-2.32486,21.64,1.664
1/15/2025,02:18,-2.32487,21.63,1.681
1/15/2025,02:19,-2.32487,21.61,1.392
1/15/2025,02:20,-2.32488,21.59,1.235
1/15/2025,02:21,-2.32488,21.57,0.939
1/15/2025,02:22,-2.32489,21.56,1.196
1/15/2025,02:23,-2.60904,21.53,1.372
1/15/2025,02:24,-3.05465,21.5,1.459
1/15/2025,02:25,-3.09986,21.48,1.47
1/15/2025,02:26,-3.09986,21.46,1.207
1/15/2025,02:27,-3.09986,21.44,1.018
1/15/2025,02:28,-3.09987,21.43,1.282
1/15/2025,02:29,-3.09987,21.42,1.16
1/15/2025,02:30,-3.09987,21.4,1.199
1/15/2025,02:31,-3.07404,21.41,1.125
1/15/2025,02:32,-2.84801,21.4,0.831
1/15/2025,02:33,-2.57031,21.39,0.836
1/15/2025,02:34,-2.41532,21.38,0.799
1/15/2025,02:35,-2.44115,21.38,0.728
1/15/2025,02:36,-2.91260,21.36,0.735
1/15/2025,02:37,-3.09342,21.33,0.813
1/15/2025,02:38,-3.09988,21.32,0.869
1/15/2025,02:39,-3.09988,21.3,0.957
1/15/2025,02:40,-3.09988,21.28,0.84
1/15/2025,02:41,-3.09988,21.26,1.295
1/15/2025,02:42,-3.09988,21.28,1.578
1/15/2025,02:43,-2.95135,21.28,1.775
1/15/2025,02:44,-2.33137,21.29,1.81
1/15/2025,02:45,-2.32491,21.3,1.87
1/15/2025,02:46,-2.32491,21.3,1.873
1/15/2025,02:47,-2.32491,21.3,1.782
1/15/2025,02:48,-2.32491,21.31,1.743
1/15/2025,02:49,-2.32491,21.31,1.777
1/15/2025,02:50,-2.32491,21.31,1.955
1/15/2025,02:51,-2.32491,21.3,1.9
1/15/2025,02:52,-2.32491,21.28,1.916
1/15/2025,02:53,-2.32491,21.25,2.091
1/15/2025,02:54,-2.32491,21.24,2.148
1/15/2025,02:55,-2.32491,21.22,2.257
1/15/2025,02:56,-2.32491,21.19,2.2
1/15/2025,02:57,-2.32491,21.18,2.104
1/15/2025,02:58,-2.32491,21.16,2.221
1/15/2025,02:59,-2.32491,21.16,2.378
1/15/2025,03:00,-2.32491,21.17,2.055
1/15/2025,03:01,-2.32491,21.17,1.566
1/15/2025,03:02,-2.32491,21.16,1.949
1/15/2025,03:03,-2.32491,21.16,1.937
1/15/2025,03:04,-2.32491,21.14,2.161
1/15/2025,03:05,-2.32491,21.12,2.141
1/15/2025,03:06,-2.32491,21.11,2.274
1/15/2025,03:07,-2.32491,21.12,2.236
1/15/2025,03:08,-2.32491,21.12,1.81
1/15/2025,03:09,-2.26679,21.13,2.096
1/15/2025,03:10,-1.64682,21.13,2.247
1/15/2025,03:11,-1.54996,21.14,2.357
1/15/2025,03:12,-1.54996,21.17,2.074
1/15/2025,03:13,-1.54996,21.23,2.207
1/15/2025,03:14,-1.54350,21.28,1.9
1/15/2025,03:15,-0.852475,21.3,2.14
1/15/2025,03:16,-0.774976,21.34,1.855
1/15/2025,03:17,-0.774976,21.35,2.403
1/15/2025,03:18,-0.774975,21.36,2.195
1/15/2025,03:19,-0.774975,21.38,2.425
1/15/2025,03:20,-0.774974,21.4,2.386
1/15/2025,03:21,-0.774974,21.41,2.525
1/15/2025,03:22,-0.774973,21.43,2.378
1/15/2025,03:23,-0.774979,21.46,1.957
1/15/2025,03:24,-0.774983,21.48,1.73
1/15/2025,03:25,-0.774981,21.51,1.834
1/15/2025,03:26,-0.774980,21.53,1.648
1/15/2025,03:27,-0.936432,21.53,1.931
1/15/2025,03:28,-1.54995,21.52,2.195
1/15/2025,03:29,-1.54995,21.51,2.097
1/15/2025,03:30,-1.54996,21.51,1.702
1/15/2025,03:31,-1.54996,21.5,1.741
1/15/2025,03:32,-1.54997,21.5,1.731
1/15/2025,03:33,-1.84059,21.49,1.565
1/15/2025,03:34,-2.32495,21.48,2.055
1/15/2025,03:35,-2.32495,21.48,2.501
1/15/2025,03:36,-2.32495,21.48,2.499
1/15/2025,03:37,-2.32495,21.48,2.311
1/15/2025,03:38,-2.32495,21.48,2.087
1/15/2025,03:39,-2.32495,21.47,2.002
1/15/2025,03:40,-2.32495,21.47,1.841
1/15/2025,03:41,-2.32495,21.46,2.03
1/15/2025,03:42,-2.32497,21.48,2.1
1/15/2025,03:43,-2.32496,21.5,2.331
1/15/2025,03:44,-2.32496,21.5,2.45
1/15/2025,03:45,-2.32495,21.49,2.628
1/15/2025,03:46,-2.32495,21.47,2.321
1/15/2025,03:47,-2.32494,21.46,2.458
1/15/2025,03:48,-2.32494,21.44,2.653
1/15/2025,03:49,-2.32494,21.42,2.182
1/15/2025,03:50,-2.32493,21.38,1.97
1/15/2025,03:51,-2.32493,21.36,1.937
1/15/2025,03:52,-2.32493,21.33,1.965
1/15/2025,03:53,-2.32493,21.31,1.697
1/15/2025,03:54,-2.32493,21.29,1.728
1/15/2025,03:55,-2.32492,21.27,1.552
1/15/2025,03:56,-2.32492,21.24,1.883
1/15/2025,03:57,-2.32492,21.24,1.702
1/15/2025,03:58,-2.32492,21.23,1.359
1/15/2025,03:59,-2.32492,21.21,1.196
1/15/2025,04:00,-2.32492,21.19,1.174
1/15/2025,04:01,-2.32492,21.18,1.191
1/15/2025,04:02,-2.32492,21.17,1.517
1/15/2025,04:03,-2.32492,21.16,1.653
1/15/2025,04:04,-2.32492,21.15,1.873
1/15/2025,04:05,-2.32492,21.15,1.687
1/15/2025,04:06,-2.32492,21.15,1.62
1/15/2025,04:07,-2.32492,21.13,1.669
1/15/2025,04:08,-2.32492,21.11,1.815
1/15/2025,04:09,-2.32492,21.09,1.978
1/15/2025,04:10,-2.32493,21.07,1.738
1/15/2025,04:11,-2.32494,21.06,1.686
1/15/2025,04:12,-2.32495,21.04,1.74
1/15/2025,04:13,-2.33142,21.01,1.679
1/15/2025,04:14,-2.33791,20.99,1.71
1/15/2025,04:15,-2.34440,20.98,1.846
1/15/2025,04:16,-2.32503,20.96,1.882
1/15/2025,04:17,-2.32503,20.94,1.797
1/15/2025,04:18,-2.32504,20.95,1.811
1/15/2025,04:19,-2.32506,20.94,2.038
1/15/2025,04:20,-2.32508,20.94,1.983
1/15/2025,04:21,-2.32508,20.94,1.921
1/15/2025,04:22,-2.32510,20.94,1.87
1/15/2025,04:23,-2.32511,20.94,1.895
1/15/2025,04:24,-2.32511,20.92,2.069
1/15/2025,04:25,-2.32510,20.9,2.105
1/15/2025,04:26,-2.32511,20.88,2.107
1/15/2025,04:27,-2.32511,20.87,2.107
1/15/2025,04:28,-2.32510,20.85,2.252
1/15/2025,04:29,-2.32511,20.84,2.05
1/15/2025,04:30,-2.32511,20.83,2.011
1/15/2025,04:31,-2.32513,20.82,2.172
1/15/2025,04:32,-2.32516,20.81,2.229
1/15/2025,04:33,-2.32518,20.82,2.535
1/15/2025,04:34,-2.32520,20.83,2.176
1/15/2025,04:35,-2.32523,20.85,2.158
1/15/2025,04:36,-2.32525,20.85,2.136
1/15/2025,04:37,-2.32526,20.87,1.926
1/15/2025,04:38,-2.32528,20.87,1.963
1/15/2025,04:39,-2.32531,20.87,1.911
1/15/2025,04:40,-2.32532,20.87,1.659
1/15/2025,04:41,-2.32533,20.87,1.873
1/15/2025,04:42,-2.32535,20.85,1.588
1/15/2025,04:43,-2.32536,20.84,1.617
1/15/2025,04:44,-2.32537,20.81,1.677
1/15/2025,04:45,-2.32538,20.82,1.424
1/15/2025,04:46,-2.32539,20.81,1.236
1/15/2025,04:47,-2.32540,20.81,1.243
1/15/2025,04:48,-2.32540,20.8,0.972
1/15/2025,04:49,-2.32541,20.78,1.107
1/15/2025,04:50,-2.32542,20.77,0.957
1/15/2025,04:51,-2.35126,20.74,1.183
1/15/2025,04:52,-3.00368,20.72,1.411
1/15/2025,04:53,-3.10058,20.7,1.289
1/15/2025,04:54,-3.09412,20.7,1.767
1/15/2025,04:55,-2.68072,20.71,2.417
1/15/2025,04:56,-2.32544,20.77,2.001
1/15/2025,04:57,-2.32545,20.82,2.045
1/15/2025,04:58,-2.32545,20.85,2.376
1/15/2025,04:59,-2.32545,20.89,2.77
1/15/2025,05:00,-1.96372,20.95,2.174
1/15/2025,05:01,-1.56322,20.99,2.001
1/15/2025,05:02,-1.55030,21.03,2.145
1/15/2025,05:03,-1.55030,21.04,2.153
1/15/2025,05:04,-1.55031,21.04,2.244
1/15/2025,05:05,-1.56322,21.06,2.207
1/15/2025,05:06,-1.55676,21.06,2.053
1/15/2025,05:07,-1.55031,21.06,2.468
1/15/2025,05:08,-1.55031,21.08,2.285
1/15/2025,05:09,-1.55677,21.11,2.058
1/15/2025,05:10,-1.55031,21.12,2.599
1/15/2025,05:11,-1.56321,21.12,3.067
1/15/2025,05:12,-1.6601,21.12,3.167
1/15/2025,05:13,-1.58259,21.12,3.143
1/15/2025,05:14,-1.66011,21.13,3.569
1/15/2025,05:15,-1.58259,21.15,3.629
1/15/2025,05:16,-1.57612,21.16,3.223
1/15/2025,05:17,-1.74407,21.17,3.675
1/15/2025,05:18,-1.91847,21.17,2.933
1/15/2025,05:19,-2.30604,21.18,2.84
1/15/2025,05:20,-2.32542,21.18,3.077
1/15/2025,05:21,-2.32542,21.17,3.192
1/15/2025,05:22,-2.32543,21.17,3.605
1/15/2025,05:23,-2.32543,21.17,3.734
1/15/2025,05:24,-2.32543,21.19,3.472
1/15/2025,05:25,-2.32543,21.21,3.463
1/15/2025,05:26,-2.32543,21.22,3.232
1/15/2025,05:27,-2.32544,21.22,3.417
1/15/2025,05:28,-2.32544,21.23,3.325
1/15/2025,05:29,-2.32544,21.23,3.833
1/15/2025,05:30,-2.32544,21.25,4.157
1/15/2025,05:31,-2.32545,21.25,3.745
1/15/2025,05:32,-2.32545,21.27,2.739
1/15/2025,05:33,-2.32545,21.27,3.539
1/15/2025,05:34,-2.31253,21.28,3.85
1/15/2025,05:35,-2.29315,21.29,3.711
1/15/2025,05:36,-2.30607,21.3,3.464
1/15/2025,05:37,-2.32545,21.3,3.151
1/15/2025,05:38,-2.32542,21.29,2.902
1/15/2025,05:39,-2.32543,21.26,2.672
1/15/2025,05:40,-2.32543,21.23,2.961
1/15/2025,05:41,-2.32544,21.19,2.884
1/15/2025,05:42,-2.32544,21.18,2.782
1/15/2025,05:43,-2.32544,21.18,3.211
1/15/2025,05:44,-2.21562,21.18,2.814
1/15/2025,05:45,-1.87972,21.18,2.486
1/15/2025,05:46,-1.68593,21.19,2.519
1/15/2025,05:47,-1.78282,21.2,2.639
1/15/2025,05:48,-1.74407,21.21,2.555
1/15/2025,05:49,-1.80220,21.22,2.749
1/15/2025,05:50,-1.55674,21.23,2.556
1/15/2025,05:51,-1.55028,21.25,2.158
1/15/2025,05:52,-1.55029,21.25,2.329
1/15/2025,05:53,-1.55030,21.26,2.484
1/15/2025,05:54,-1.55030,21.28,2.496
1/15/2025,05:55,-1.55031,21.29,2.332
1/15/2025,05:56,-1.55030,21.29,2.323
1/15/2025,05:57,-1.55030,21.3,2.225
1/15/2025,05:58,-1.5503,21.3,2.102
1/15/2025,05:59,-1.55030,21.3,2.394
1/15/2025,06:00,-1.55030,21.3,1.867
1/15/2025,06:01,-1.55030,21.29,1.738
1/15/2025,06:02,-1.55030,21.29,1.949
1/15/2025,06:03,-1.55030,21.3,2.11
1/15/2025,06:04,-1.55030,21.31,2.625
1/15/2025,06:05,-1.55030,21.34,2.425
1/15/2025,06:06,-1.5503,21.37,3.074
1/15/2025,06:07,-1.55030,21.41,2.979
1/15/2025,06:08,-1.55030,21.44,3.175
1/15/2025,06:09,-1.55030,21.47,2.888
1/15/2025,06:10,-1.52446,21.48,2.814
1/15/2025,06:11,-1.11750,21.5,3.43
1/15/2025,06:12,-0.77514,21.54,4.142
1/15/2025,06:13,-0.775133,21.62,3.752
1/15/2025,06:14,-0.775129,21.67,3.456
1/15/2025,06:15,-0.775125,21.71,3.933
1/15/2025,06:16,-0.775122,21.74,3.536
1/15/2025,06:17,-0.775113,21.77,2.929
1/15/2025,06:18,-0.930130,21.78,2.731
1/15/2025,06:19,-1.44040,21.77,3.221
1/15/2025,06:20,-1.55020,21.75,3.242
1/15/2025,06:21,-1.55021,21.77,3.273
1/15/2025,06:22,-1.55020,21.76,3.399
1/15/2025,06:23,-1.55018,21.78,3.41
1/15/2025,06:24,-1.55017,21.79,3.461
1/15/2025,06:25,-1.55017,21.79,3.371
1/15/2025,06:26,-1.55017,21.78,2.507
1/15/2025,06:27,-1.55015,21.77,3.432
1/15/2025,06:28,-1.55014,21.73,3.992
1/15/2025,06:29,-1.55013,21.69,3.866
1/15/2025,06:30,-1.62763,21.67,3.657
1/15/2025,06:31,-2.19598,21.64,4.002
1/15/2025,06:32,-2.32514,21.61,3.771
1/15/2025,06:33,-2.32512,21.57,3.466
1/15/2025,06:34,-2.3251,21.55,3.128
1/15/2025,06:35,-2.32508,21.53,2.528
1/15/2025,06:36,-2.32507,21.51,3.187
1/15/2025,06:37,-2.32506,21.49,3.121
1/15/2025,06:38,-2.32504,21.48,4.283
1/15/2025,06:39,-2.32503,21.47,3.742
1/15/2025,06:40,-2.32502,21.47,3.404
1/15/2025,06:41,-2.32500,21.45,3.646
1/15/2025,06:42,-2.32499,21.43,3.91
1/15/2025,06:43,-2.32499,21.41,3.822
1/15/2025,06:44,-2.24748,21.38,3.763
1/15/2025,06:45,-1.68560,21.38,3.917
1/15/2025,06:46,-1.54998,21.38,3.696
1/15/2025,06:47,-1.54997,21.39,3.771
1/15/2025,06:48,-1.54997,21.4,3.481
1/15/2025,06:49,-1.54997,21.41,3.693
1/15/2025,06:50,-1.54996,21.42,3.951
1/15/2025,06:51,-1.54350,21.43,3.863
1/15/2025,06:52,-0.826645,21.45,3.29
1/15/2025,06:53,-0.774979,21.47,3.639
1/15/2025,06:54,-0.774978,21.48,3.971
1/15/2025,06:55,-0.381030,21.49,4.497
1/15/2025,06:56,0,21.51,3.949
1/15/2025,06:57,0.006458,21.53,4.327
1/15/2025,06:58,0.703936,21.54,5.054
1/15/2025,06:59,0.774975,21.55,4.601
1/15/2025,07:00,1.27871,21.56,4.43
1/15/2025,07:01,1.54995,21.59,3.76
1/15/2025,07:02,1.88577,21.6,3.219
1/15/2025,07:03,2.32492,21.59,3.193
1/15/2025,07:04,2.60262,21.59,3.464
1/15/2025,07:05,3.09989,21.61,2.639
1/15/2025,07:06,3.28718,21.61,2.602
1/15/2025,07:07,3.87486,21.6,2.215
1/15/2025,07:08,3.95882,21.6,2.68
1/15/2025,07:09,4.26235,21.61,2.726
1/15/2025,07:10,4.46901,21.63,2.151
1/15/2025,07:11,5.03732,21.64,2.212
1/15/2025,07:12,5.50876,21.64,2.249
1/15/2025,07:13,6.06416,21.65,2.958
1/15/2025,07:14,6.68414,21.64,2.651
1/15/2025,07:15,7.37515,21.65,2.458
1/15/2025,07:16,8.09846,21.65,2.556
1/15/2025,07:17,8.82176,21.67,1.829
1/15/2025,07:18,9.61611,21.67,1.98
1/15/2025,07:19,10.3717,21.67,2.151
1/15/2025,07:20,11.4179,21.67,2.406
1/15/2025,07:21,12.6450,21.67,2.359
1/15/2025,07:22,14.3564,21.67,2.131
1/15/2025,07:23,15.7513,21.68,1.664
1/15/2025,07:24,16.8686,21.68,1.442
1/15/2025,07:25,17.6952,21.69,1.075
1/15/2025,07:26,18.6058,21.69,1.269
1/15/2025,07:27,19.6068,21.68,1.937
1/15/2025,07:28,20.8080,21.68,1.352
1/15/2025,07:29,21.7250,21.69,1.137
1/15/2025,07:30,22.6033,21.71,1.096
1/15/2025,07:31,23.8756,21.72,1.086
1/15/2025,07:32,25.2124,21.73,0.817
1/15/2025,07:33,26.6267,21.74,1.106
1/15/2025,07:34,28.5060,21.78,0.947
1/15/2025,07:35,30.7858,21.78,1.287
1/15/2025,07:36,33.2075,21.81,1.197
1/15/2025,07:37,35.4614,21.83,1.423
1/15/2025,07:38,37.6184,21.86,1.958
1/15/2025,07:39,39.9627,21.91,1.986
1/15/2025,07:40,42.6364,21.94,2.107
1/15/2025,07:41,45.9687,21.99,2.118
1/15/2025,07:42,49.3593,22.04,1.841
1/15/2025,07:43,52.7691,22.09,1.931
1/15/2025,07:44,55.2878,22.14,1.548
1/15/2025,07:45,57.4319,22.18,1.906
1/15/2025,07:46,59.2208,22.22,2.016
1/15/2025,07:47,61.0419,22.27,1.882
1/15/2025,07:48,63.1473,22.32,1.771
1/15/2025,07:49,65.3237,22.38,1.929
1/15/2025,07:50,67.0803,22.42,1.501
1/15/2025,07:51,68.7787,22.48,1.346
1/15/2025,07:52,70.0510,22.52,1.712
1/15/2025,07:53,70.6839,22.58,1.526
1/15/2025,07:54,70.1349,22.63,1.442
1/15/2025,07:55,69.1856,22.69,1.932
1/15/2025,07:56,67.8617,22.73,1.658
1/15/2025,07:57,67.8100,22.77,1.782
1/15/2025,07:58,67.3515,22.83,1.617
1/15/2025,07:59,67.0286,22.88,1.555
1/15/2025,08:00,66.0405,22.94,1.759
1/15/2025,08:01,64.8328,22.99,2.197
1/15/2025,08:02,63.5606,23.04,2.256
1/15/2025,08:03,62.6500,23.09,2.205
1/15/2025,08:04,62.3851,23.13,2.362
1/15/2025,08:05,62.3848,23.16,2.594
1/15/2025,08:06,63.1015,23.19,1.661
1/15/2025,08:07,65.2069,23.22,1.846
1/15/2025,08:08,68.9332,23.24,1.71
1/15/2025,08:09,73.0666,23.26,1.607
1/15/2025,08:10,77.9810,23.28,1.939
1/15/2025,08:11,82.9019,23.29,2.613
1/15/2025,08:12,87.9710,23.31,2.641
1/15/2025,08:13,93.7891,23.33,1.94
1/15/2025,08:14,99.4781,23.38,1.793
1/15/2025,08:15,102.661,23.4,2.174
1/15/2025,08:16,101.730,23.43,2.458
1/15/2025,08:17,98.8690,23.44,2.486
1/15/2025,08:18,96.5566,23.45,2.43
1/15/2025,08:19,94.7929,23.48,2.337
1/15/2025,08:20,94.4246,23.51,2.277
1/15/2025,08:21,96.4713,23.54,1.963
1/15/2025,08:22,102.599,23.57,1.674
1/15/2025,08:23,123.204,23.61,2.027
1/15/2025,08:24,130.682,23.65,2.11
1/15/2025,08:25,138.127,23.69,2.112
1/15/2025,08:26,111.314,23.74,2.159
1/15/2025,08:27,107.226,23.79,1.712
1/15/2025,08:28,130.214,23.83,1.508
1/15/2025,08:29,182.350,23.9,2.296
1/15/2025,08:30,250.887,23.98,2.107
1/15/2025,08:31,275.192,24.12,2.239
1/15/2025,08:32,277.303,24.29,2.427
1/15/2025,08:33,260.344,24.45,2.651
1/15/2025,08:34,246.897,24.61,3.219
1/15/2025,08:35,282.369,24.72,3.324
1/15/2025,08:36,284.179,24.86,3.16
1/15/2025,08:37,286.891,24.96,2.261
1/15/2025,08:38,291.277,25.04,1.927
1/15/2025,08:39,296.949,25.17,2.208
1/15/2025,08:40,281.163,25.28,2.755
1/15/2025,08:41,291.411,25.35,2.682
1/15/2025,08:42,311.614,25.41,3.128
1/15/2025,08:43,314.409,25.45,2.711
1/15/2025,08:44,316.451,25.5,2.608
1/15/2025,08:45,320.739,25.56,2.404
1/15/2025,08:46,323.212,25.62,2.894
1/15/2025,08:47,325.072,25.66,2.754
1/15/2025,08:48,328.507,25.69,2.855
1/15/2025,08:49,330.912,25.74,3.363
1/15/2025,08:50,332.980,25.78,3.196
1/15/2025,08:51,338.186,25.81,3.022
1/15/2025,08:52,344.714,25.84,3.441
1/15/2025,08:53,349.059,25.86,2.801
1/15/2025,08:54,351.645,25.93,2.082
1/15/2025,08:55,356.064,26.05,3.337
1/15/2025,08:56,359.497,26.14,3.33
1/15/2025,08:57,364.091,26.22,2.579
1/15/2025,08:58,368.843,26.3,2.837
1/15/2025,08:59,370.895,26.4,2.716
1/15/2025,09:00,373.385,26.46,2.321
1/15/2025,09:01,376.000,26.54,2.978
1/15/2025,09:02,378.317,26.58,3.095
1/15/2025,09:03,380.817,26.5,3.82
1/15/2025,09:04,384.583,26.45,3.08
1/15/2025,09:05,386.978,26.44,3.701
1/15/2025,09:06,390.336,26.4,3.329
1/15/2025,09:07,392.732,26.4,3.626
1/15/2025,09:08,395.941,26.42,3.397
1/15/2025,09:09,398.439,26.43,2.809
1/15/2025,09:10,401.712,26.42,3.624
1/15/2025,09:11,404.843,26.38,3.303
1/15/2025,09:12,405.531,26.43,3.12
1/15/2025,09:13,410.738,26.51,3.536
1/15/2025,09:14,412.550,26.53,3.301
1/15/2025,09:15,415.503,26.5,3.685
1/15/2025,09:16,420.237,26.45,3.807
1/15/2025,09:17,422.545,26.4,3.461
1/15/2025,09:18,425.973,26.46,3.982
1/15/2025,09:19,428.694,26.46,4.064
1/15/2025,09:20,431.179,26.42,3.989
1/15/2025,09:21,435.303,26.36,3.752
1/15/2025,09:22,439.251,26.32,4.354
