Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25109,-,-,-,21.29,-157.86,-10,6,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2003,1,1,0,30,24.400000000000002,1,0.041,0.7000000000000001,0,0,0,0,0,19.700000000000003,0,0,0,0,0.25,75.03,177.94,0.9500000000000001,0.06,1028,2.6,302,1.9000000000000001
2003,1,1,1,30,24.200000000000003,0.96,0.041,0.7000000000000001,0,0,0,0,0,19.8,0,0,0,0,0.249,76.61,167.12,0.9500000000000001,0.06,1027,2.6,308,2.1
2003,1,1,2,30,24.1,0.97,0.041,0.7000000000000001,0,0,0,0,1,20,0,0,0,0,0.249,77.74,153.33,0.9500000000000001,0.06,1027,2.7,313,2.1
2003,1,1,3,30,23.900000000000002,1.05,0.038,0.7000000000000001,0,0,0,0,1,20,0,0,0,0,0.249,78.92,139.57,0.9400000000000001,0.06,1027,2.7,317,2
2003,1,1,4,30,23.8,1.1400000000000001,0.034,0.7000000000000001,0,0,0,0,1,20,0,0,0,0,0.249,79.35000000000001,125.91,0.9400000000000001,0.06,1027,2.7,319,1.9000000000000001
2003,1,1,5,30,23.8,1.2,0.032,0.7000000000000001,0,0,0,0,1,20,0,0,0,0,0.249,79.15,112.43,0.9400000000000001,0.06,1028,2.7,313,1.7000000000000002
2003,1,1,6,30,23.8,1.23,0.03,0.7000000000000001,0,0,0,0,0,19.8,0,0,0,0,0.248,78.47,99.23,0.9400000000000001,0.06,1028,2.7,288,1.3
2003,1,1,7,30,23.900000000000002,1.26,0.029,0.7000000000000001,21,331,43,0,1,19.700000000000003,21,331,0,43,0.247,77.3,86.24,0.9400000000000001,0.06,1028,2.7,260,1.1
2003,1,1,8,30,24.200000000000003,1.2,0.031,0.7000000000000001,50,699,240,0,0,19.6,50,699,0,240,0.247,75.33,74.23,0.9400000000000001,0.06,1029,2.7,250,1.3
2003,1,1,9,30,24.5,1.25,0.029,0.7000000000000001,62,842,443,0,0,19.400000000000002,62,842,0,443,0.247,73.31,63.14,0.93,0.06,1029,2.7,255,1.7000000000000002
2003,1,1,10,30,24.8,1.27,0.028,0.7000000000000001,69,911,608,0,1,19.3,69,911,0,608,0.247,71.29,53.71,0.9400000000000001,0.06,1028,2.7,262,2.3000000000000003
2003,1,1,11,30,25,0.84,0.043000000000000003,0.7000000000000001,82,926,714,1,2,19.400000000000002,258,612,1,675,0.246,70.89,47,0.9500000000000001,0.06,1028,2.7,265,2.8000000000000003
2003,1,1,12,30,25.200000000000003,0.87,0.042,0.7000000000000001,83,939,756,0,2,19.5,357,85,0,418,0.246,70.73,44.27,0.9500000000000001,0.06,1026,2.7,266,3.1
2003,1,1,13,30,25.3,0.89,0.042,0.7000000000000001,82,931,726,7,2,19.700000000000003,266,595,7,677,0.245,71.07000000000001,46.230000000000004,0.9500000000000001,0.06,1026,2.7,269,3.3000000000000003
2003,1,1,14,30,25.3,0.9,0.042,0.7000000000000001,78,901,629,0,1,19.8,78,901,0,629,0.245,71.60000000000001,52.35,0.9500000000000001,0.07,1025,2.7,274,3.3000000000000003
2003,1,1,15,30,25.3,0.91,0.042,0.7000000000000001,71,838,472,0,0,19.900000000000002,71,838,0,472,0.245,71.88,61.39,0.9500000000000001,0.07,1025,2.7,278,3.1
2003,1,1,16,30,25.200000000000003,0.91,0.042,0.7000000000000001,57,710,274,7,2,19.900000000000002,163,109,7,196,0.245,72.35000000000001,72.26,0.9500000000000001,0.07,1025,2.7,279,2.8000000000000003
2003,1,1,17,30,25,0.91,0.042,0.7000000000000001,30,390,70,0,0,19.900000000000002,30,390,0,70,0.245,73.43,84.18,0.9500000000000001,0.07,1025,2.7,278,2.5
2003,1,1,18,30,24.8,0.9,0.041,0.7000000000000001,0,0,0,0,0,20.3,0,0,0,0,0.246,75.99,97.02,0.9500000000000001,0.07,1026,2.7,276,2.4000000000000004
2003,1,1,19,30,24.8,0.9,0.041,0.7000000000000001,0,0,0,0,0,20.400000000000002,0,0,0,0,0.247,76.67,110.17,0.9500000000000001,0.07,1026,2.7,280,2.6
2003,1,1,20,30,24.700000000000003,0.88,0.042,0.7000000000000001,0,0,0,0,0,20.6,0,0,0,0,0.247,78.11,123.61,0.9500000000000001,0.07,1027,2.7,291,2.9000000000000004
2003,1,1,21,30,24.700000000000003,0.87,0.044,0.7000000000000001,0,0,0,0,0,20.8,0,0,0,0,0.247,79.13,137.25,0.9500000000000001,0.07,1027,2.8000000000000003,301,3.1
2003,1,1,22,30,24.700000000000003,0.88,0.045,0.7000000000000001,0,0,0,0,1,21,0,0,0,0,0.248,79.73,151,0.9500000000000001,0.07,1027,2.9000000000000004,309,3.1
2003,1,1,23,30,24.5,0.92,0.044,0.7000000000000001,0,0,0,0,0,21,0,0,0,0,0.248,80.88,164.8,0.9500000000000001,0.07,1027,2.9000000000000004,316,2.9000000000000004
2003,1,2,0,30,24.400000000000002,0.96,0.043000000000000003,0.7000000000000001,0,0,0,0,0,21,0,0,0,0,0.249,81.18,177.95000000000002,0.9500000000000001,0.07,1026,2.9000000000000004,325,2.6
2003,1,2,1,30,24.3,1,0.042,0.7000000000000001,0,0,0,0,0,20.900000000000002,0,0,0,0,0.249,81.32000000000001,167.23,0.9500000000000001,0.07,1026,2.9000000000000004,334,2.3000000000000003
2003,1,2,2,30,24.1,1.06,0.041,0.7000000000000001,0,0,0,0,0,20.8,0,0,0,0,0.249,81.72,153.43,0.9500000000000001,0.07,1025,2.9000000000000004,341,1.9000000000000001
2003,1,2,3,30,24,1.1300000000000001,0.041,0.7000000000000001,0,0,0,0,1,20.6,0,0,0,0,0.249,81.3,139.66,0.9500000000000001,0.07,1025,2.9000000000000004,350,1.6
2003,1,2,4,30,24,1.18,0.04,0.7000000000000001,0,0,0,0,0,20.400000000000002,0,0,0,0,0.248,80.42,126,0.9500000000000001,0.07,1025,2.9000000000000004,183,1.3
2003,1,2,5,30,24.1,1.22,0.04,0.7000000000000001,0,0,0,0,1,20.3,0,0,0,0,0.248,79.41,112.52,0.9500000000000001,0.07,1025,2.9000000000000004,13,1.1
2003,1,2,6,30,24.200000000000003,1.24,0.04,0.7000000000000001,0,0,0,0,1,20.3,0,0,0,0,0.248,78.63,99.3,0.9500000000000001,0.07,1026,2.9000000000000004,26,1
2003,1,2,7,30,24.400000000000002,1.28,0.039,0.7000000000000001,22,301,41,7,3,20.3,14,0,7,14,0.248,77.72,86.3,0.9500000000000001,0.07,1027,2.9000000000000004,61,1
2003,1,2,8,30,24.6,1.16,0.043000000000000003,0.7000000000000001,53,670,235,0,3,20.200000000000003,73,0,0,73,0.249,76.47,74.28,0.9500000000000001,0.07,1027,3,110,1.2000000000000002
2003,1,2,9,30,24.900000000000002,1.2,0.043000000000000003,0.7000000000000001,68,819,438,0,3,20.3,211,24,0,222,0.249,75.42,63.160000000000004,0.9500000000000001,0.07,1027,2.9000000000000004,144,1.8
2003,1,2,10,30,25.1,1.24,0.041,0.7000000000000001,76,892,604,0,3,20.400000000000002,150,0,0,150,0.249,75.08,53.71,0.96,0.07,1026,2.9000000000000004,160,2.4000000000000004
2003,1,2,11,30,25.200000000000003,1.08,0.047,0.7000000000000001,84,919,711,0,3,20.5,160,0,0,160,0.25,75.08,46.96,0.96,0.07,1025,2.9000000000000004,174,2.7
2003,1,2,12,30,25.200000000000003,1.1300000000000001,0.046,0.7000000000000001,85,932,754,0,1,20.5,85,932,0,754,0.249,75.22,44.18,0.96,0.07,1025,2.9000000000000004,188,2.8000000000000003
2003,1,2,13,30,25.200000000000003,1.1500000000000001,0.045,0.7000000000000001,83,926,725,0,1,20.5,83,926,0,725,0.249,75.17,46.11,0.97,0.07,1024,2.9000000000000004,201,2.9000000000000004
2003,1,2,14,30,25.200000000000003,0.81,0.07,0.7000000000000001,92,865,622,7,2,20.5,250,563,7,595,0.249,75.37,52.21,0.97,0.07,1024,2.9000000000000004,212,3.1
2003,1,2,15,30,25.1,0.8300000000000001,0.069,0.7000000000000001,82,799,466,0,0,20.6,82,799,0,466,0.249,76.27,61.25,0.97,0.07,1024,2.9000000000000004,219,3.3000000000000003
