Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25109,-,-,-,21.29,-157.86,-10,6,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,1,1,0,30,23.5,0.61,0.048,0.7000000000000001,0,0,0,0,0,19.1,0,0,0,0,0.267,76.32000000000001,177.95000000000002,0.9400000000000001,0.08,1030,2.4000000000000004,81,4.7
2018,1,1,1,30,23.5,0.64,0.044,0.7000000000000001,0,0,0,0,0,19,0,0,0,0,0.267,76.08,167.16,0.9400000000000001,0.08,1030,2.4000000000000004,82,4.6000000000000005
2018,1,1,2,30,23.5,0.67,0.043000000000000003,0.7000000000000001,0,0,0,0,0,19,0,0,0,0,0.266,75.75,153.36,0.9400000000000001,0.08,1030,2.4000000000000004,84,4.6000000000000005
2018,1,1,3,30,23.6,0.6900000000000001,0.044,0.7000000000000001,0,0,0,0,0,18.900000000000002,0,0,0,0,0.267,74.78,139.6,0.9400000000000001,0.08,1029,2.3000000000000003,85,4.6000000000000005
2018,1,1,4,30,23.6,0.7000000000000001,0.042,0.7000000000000001,0,0,0,0,0,18.8,0,0,0,0,0.266,74.45,125.94,0.9400000000000001,0.08,1030,2.3000000000000003,85,4.5
2018,1,1,5,30,23.700000000000003,0.72,0.043000000000000003,0.7000000000000001,0,0,0,0,0,18.7,0,0,0,0,0.266,73.54,112.46000000000001,0.9400000000000001,0.08,1030,2.3000000000000003,84,4.5
2018,1,1,6,30,23.8,0.73,0.044,0.7000000000000001,0,0,0,0,0,18.6,0,0,0,0,0.266,72.83,99.25,0.9400000000000001,0.08,1031,2.3000000000000003,84,4.4
2018,1,1,7,30,24.1,0.73,0.043000000000000003,0.7000000000000001,22,284,41,0,0,18.7,22,284,0,41,0.266,71.64,86.25,0.9400000000000001,0.08,1031,2.3000000000000003,84,4.5
2018,1,1,8,30,24.400000000000002,0.73,0.043000000000000003,0.7000000000000001,55,679,239,0,0,18.6,55,679,0,239,0.266,70.24,74.24,0.9400000000000001,0.08,1031,2.3000000000000003,86,4.7
2018,1,1,9,30,24.6,0.74,0.043000000000000003,0.7000000000000001,70,827,444,0,3,18.6,138,1,0,138,0.266,69.38,63.14,0.9400000000000001,0.08,1031,2.3000000000000003,88,4.7
2018,1,1,10,30,24.8,0.73,0.041,0.7000000000000001,78,901,611,0,2,18.7,262,15,0,271,0.267,68.81,53.71,0.9400000000000001,0.08,1031,2.3000000000000003,89,4.6000000000000005
2018,1,1,11,30,25,0.56,0.051000000000000004,0.7000000000000001,88,923,718,0,2,18.7,379,127,0,466,0.268,68.04,46.980000000000004,0.9500000000000001,0.08,1030,2.3000000000000003,90,4.4
2018,1,1,12,30,25.200000000000003,0.58,0.049,0.7000000000000001,90,937,761,0,0,18.7,90,937,0,761,0.268,67.08,44.230000000000004,0.9500000000000001,0.08,1029,2.3000000000000003,89,4.1000000000000005
2018,1,1,13,30,25.400000000000002,0.5700000000000001,0.047,0.7000000000000001,87,931,732,0,0,18.6,87,931,0,732,0.268,65.98,46.18,0.9400000000000001,0.08,1028,2.3000000000000003,87,3.7
2018,1,1,14,30,25.5,0.66,0.043000000000000003,0.7000000000000001,80,906,634,0,0,18.5,80,906,0,634,0.269,65.28,52.300000000000004,0.9400000000000001,0.07,1028,2.3000000000000003,82,3.5
2018,1,1,15,30,25.5,0.67,0.042,0.7000000000000001,71,844,476,0,0,18.5,71,844,0,476,0.269,65.1,61.34,0.9400000000000001,0.07,1028,2.3000000000000003,74,3.4000000000000004
2018,1,1,16,30,25.400000000000002,0.67,0.041,0.7000000000000001,58,717,277,7,3,18.5,126,6,100,128,0.269,65.7,72.21000000000001,0.9400000000000001,0.07,1028,2.3000000000000003,67,3.4000000000000004
2018,1,1,17,30,25.1,0.67,0.041,0.7000000000000001,30,392,70,7,3,18.900000000000002,21,0,100,21,0.269,68.38,84.13,0.9400000000000001,0.07,1029,2.4000000000000004,63,3.4000000000000004
2018,1,1,18,30,24.900000000000002,0.67,0.042,0.7000000000000001,0,0,0,0,3,19.3,0,0,0,0,0.269,70.94,96.98,0.9400000000000001,0.07,1030,2.4000000000000004,62,3.6
2018,1,1,19,30,24.700000000000003,0.68,0.04,0.7000000000000001,0,0,0,0,3,19.5,0,0,0,0,0.269,72.9,110.13,0.9400000000000001,0.07,1030,2.4000000000000004,63,3.8000000000000003
2018,1,1,20,30,24.5,0.6900000000000001,0.04,0.7000000000000001,0,0,0,0,0,19.6,0,0,0,0,0.269,74.27,123.57000000000001,0.9400000000000001,0.07,1031,2.4000000000000004,64,3.9000000000000004
