Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25109,-,-,-,21.29,-157.86,-10,6,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
1999,1,1,0,30,22.400000000000002,0.71,0.048,0.7000000000000001,0,0,0,0,1,18.400000000000002,0,0,0,0,0.234,78.18,177.95000000000002,0.9400000000000001,0.06,1027,2.8000000000000003,45,2.5
1999,1,1,1,30,22.5,0.71,0.049,0.7000000000000001,0,0,0,0,3,18.3,0,0,0,0,0.234,77.31,167.11,0.9400000000000001,0.06,1027,2.8000000000000003,28,2.4000000000000004
1999,1,1,2,30,22.6,0.72,0.05,0.7000000000000001,0,0,0,0,0,18.400000000000002,0,0,0,0,0.23500000000000001,77.06,153.32,0.93,0.06,1027,2.8000000000000003,17,2.5
1999,1,1,3,30,22.6,0.74,0.05,0.7000000000000001,0,0,0,0,0,18.400000000000002,0,0,0,0,0.23500000000000001,77.19,139.56,0.93,0.06,1027,2.8000000000000003,7,2.4000000000000004
1999,1,1,4,30,22.700000000000003,0.76,0.049,0.7000000000000001,0,0,0,0,0,18.400000000000002,0,0,0,0,0.23500000000000001,76.72,125.91,0.93,0.06,1027,2.8000000000000003,180,2.5
1999,1,1,5,30,22.8,0.77,0.048,0.7000000000000001,0,0,0,0,0,18.5,0,0,0,0,0.23500000000000001,76.78,112.43,0.9400000000000001,0.06,1028,2.7,180,2.7
1999,1,1,6,30,22.900000000000002,0.79,0.047,0.7000000000000001,0,0,0,0,0,18.6,0,0,0,0,0.23500000000000001,76.92,99.23,0.9400000000000001,0.06,1028,2.7,4,2.8000000000000003
1999,1,1,7,30,23.1,0.81,0.044,0.7000000000000001,23,282,41,0,0,18.7,23,282,0,41,0.23500000000000001,76.39,86.23,0.9400000000000001,0.06,1028,2.6,3,3
1999,1,1,8,30,23.5,0.8300000000000001,0.044,0.7000000000000001,55,674,238,0,0,18.7,55,674,0,238,0.23600000000000002,74.41,74.23,0.9400000000000001,0.06,1028,2.6,181,3.3000000000000003
1999,1,1,9,30,23.8,0.84,0.044,0.7000000000000001,70,821,441,0,2,18.8,249,94,0,292,0.23600000000000002,73.45,63.14,0.9400000000000001,0.06,1029,2.6,356,3.6
