Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25109,-,-,-,21.29,-157.86,-10,6,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2023,1,1,0,30,24.8,0.67,0.024,0.7000000000000001,0,0,0,0,0,21.5,0,0,0,0,0.247,81.89,177.94,0.93,0.01,1029,2.3000000000000003,39,2.8000000000000003
2023,1,1,1,30,24.700000000000003,0.71,0.022,0.7000000000000001,0,0,0,0,0,21.5,0,0,0,0,0.247,82.23,167.13,0.93,0.01,1029,2.3000000000000003,39,2.8000000000000003
2023,1,1,2,30,24.6,0.75,0.021,0.7000000000000001,0,0,0,0,0,21.5,0,0,0,0,0.247,82.75,153.34,0.93,0.01,1029,2.2,37,2.9000000000000004
2023,1,1,3,30,24.5,0.79,0.02,0.7000000000000001,0,0,0,0,0,21.5,0,0,0,0,0.246,83.18,139.58,0.93,0.01,1029,2.2,34,3
2023,1,1,4,30,24.400000000000002,0.84,0.02,0.7000000000000001,0,0,0,0,0,21.400000000000002,0,0,0,0,0.246,83.45,125.92,0.92,0.01,1029,2.2,32,3.1
2023,1,1,5,30,24.400000000000002,0.88,0.019,0.7000000000000001,0,0,0,0,0,21.3,0,0,0,0,0.246,83.06,112.44,0.92,0.01,1029,2.2,29,3.2
2023,1,1,6,30,24.5,0.93,0.018000000000000002,0.7000000000000001,0,0,0,0,0,21.200000000000003,0,0,0,0,0.245,82.13,99.23,0.91,0.01,1030,2.2,29,3.3000000000000003
2023,1,1,7,30,24.8,0.98,0.017,0.7000000000000001,24,338,46,6,3,21.200000000000003,17,25,89,19,0.245,80.38,86.24,0.91,0.01,1030,2.1,29,3.5
2023,1,1,8,30,25.3,1.01,0.016,0.7000000000000001,44,740,245,0,3,21.1,70,51,0,84,0.245,77.73,74.23,0.9,0.01,1030,2.1,31,3.7
2023,1,1,9,30,25.6,1.04,0.015,0.7000000000000001,53,873,448,0,0,20.8,127,530,0,367,0.245,74.94,63.13,0.9,0.01,1030,2.2,34,3.7
