Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25109,-,-,-,21.29,-157.86,-10,6,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2000,1,1,0,30,23,1.04,0.023,0.7000000000000001,0,0,0,0,1,18,0,0,0,0,0.27,73.36,177.94,0.96,0.06,1027,2.9000000000000004,215,0.9
2000,1,1,1,30,22.900000000000002,1.07,0.022,0.7000000000000001,0,0,0,0,1,17.900000000000002,0,0,0,0,0.27,73.28,167.09,0.96,0.06,1026,3,197,0.6000000000000001
2000,1,1,2,30,22.8,1.11,0.024,0.7000000000000001,0,0,0,0,3,17.8,0,0,0,0,0.271,73.32000000000001,153.3,0.97,0.06,1026,3,142,0.4
2000,1,1,3,30,22.700000000000003,1.1400000000000001,0.024,0.7000000000000001,0,0,0,0,1,17.7,0,0,0,0,0.27,73.27,139.54,0.97,0.06,1026,3.1,87,0.4
2000,1,1,4,30,22.6,1.17,0.023,0.7000000000000001,0,0,0,0,1,17.6,0,0,0,0,0.27,73.56,125.89,0.97,0.06,1026,3.1,71,0.7000000000000001
2000,1,1,5,30,22.5,1.19,0.025,0.7000000000000001,0,0,0,0,1,17.7,0,0,0,0,0.27,74.19,112.41,0.97,0.06,1027,3.1,73,1
2000,1,1,6,30,22.5,1.21,0.027,0.7000000000000001,0,0,0,0,1,17.7,0,0,0,0,0.271,74.4,99.21000000000001,0.97,0.06,1028,3.1,80,1.3
2000,1,1,7,30,22.6,1.24,0.027,0.7000000000000001,21,328,42,0,1,17.900000000000002,21,328,0,42,0.272,74.9,86.22,0.97,0.06,1028,3.1,87,1.7000000000000002
2000,1,1,8,30,22.8,1.1500000000000001,0.03,0.7000000000000001,49,692,238,0,0,17.900000000000002,49,692,0,238,0.273,73.76,74.22,0.97,0.06,1029,3,91,2
2000,1,1,9,30,23,1.18,0.029,0.7000000000000001,62,834,439,0,0,17.8,62,834,0,439,0.274,72.76,63.13,0.97,0.06,1029,3,92,2.1
